"","date","Composite.index","Indicator.3.days","Indicator.7.days","Indicator.21.days"
"958",2010-01-11,0.499241733732293,0.150547368293078,-0.0276052821570441,0.0148768580266451
"959",2010-01-12,0.570236834351587,-0.420522365079399,0.212353208697418,0.250918167380133
"960",2010-01-13,0.452750495838998,0.432830020911047,0.180991391246772,0.118364152862075
"961",2010-01-14,0.502488814453202,0.137853227636244,0.157588301794518,0.216431675273326
"962",2010-01-15,0.512461990953135,-0.19742121295831,-0.0493860532056858,-0.0148369445051098
"963",2010-01-18,0.527479739287337,-0.402423086786426,-0.435740847860769,-0.395282955770565
"964",2010-01-19,0.538809731659936,0.0105167850178323,0.019392172751562,-0.383157711728523
"965",2010-01-20,0.428617728052531,0.887159042812782,0.959868847771057,0.979004903711312
"966",2010-01-21,0.436747026571663,-0.217186911202781,-0.311407133647616,-0.350279855489638
"967",2010-01-22,0.401643764635269,-0.0823376067119489,-0.037925171320781,0.121241554914546
"968",2010-01-25,0.362006186406463,-0.465386519193759,-0.303691420244594,-0.196426534479773
"969",2010-01-26,0.275007616519833,-0.0288620637269935,0.123153525589506,0.36614729455074
"970",2010-01-27,0.236993578651482,0.0728622387260253,-0.339772816312755,-0.139502595767089
"971",2010-01-28,0.245725906447354,0.284061154695776,0.209397053732441,0.0538808350708112
"972",2010-01-29,0.240101498770066,-0.557750284395164,-0.368704879768719,-0.104779041532378
"973",2010-02-01,0.184518434858227,0.266155195165618,-0.0206303713108786,0.0840070773250932
"974",2010-02-02,0.176806618146069,-0.025668333928992,-0.0927649423974167,0.00529156535500565
"975",2010-02-03,0.25696312508507,0.5564759991853,0.382805605685595,0.243467643360285
"976",2010-02-04,0.247082722320019,-0.502291926137579,-0.302243523607014,-0.00126634718324342
"977",2010-02-05,0.182245478353591,0.403110238786952,0.147141417906749,-0.199337802550516
"978",2010-02-08,0.177340067121647,-0.541406450412869,-0.0272815240025664,-0.0549560811509485
"979",2010-02-09,0.193192779069797,0.205822944118523,0.0915486935434884,0.00653614152650336
"980",2010-02-10,0.232227328021863,-0.380670755758211,-0.236988617323617,-0.243351531297638
"981",2010-02-11,0.235706343079979,0.038731246159441,-0.0163384199894111,-0.115920961543878
"982",2010-02-12,0.273546430195425,-0.0566955372594216,-0.202489951797564,-0.196955086264947
"983",2010-02-22,0.256464466260073,0.0615828676880535,0.0182202152674353,-0.00531575536805742
"984",2010-02-23,0.232308505039886,-0.0249533904475555,-0.243495921053207,-0.123138051937779
"985",2010-02-24,0.278243100523882,0.126263874695813,0.060762663900261,0.202339783170201
"986",2010-02-25,0.322820880135213,-0.0573205401790112,-0.00246111071666618,-0.671378088734653
"987",2010-02-26,0.312754929900396,-0.0365706875693418,0.0156818886228852,-0.00875920372593191
"988",2010-03-01,0.354387143429189,-0.0419556687467993,0.00488498532597716,-0.0383847127100484
"989",2010-03-02,0.337305179493837,0.0412398090626956,0.035531477556379,-0.137453701661631
"990",2010-03-03,0.365009736073304,0.0134342797116221,-0.0550369264661057,-0.350285902992901
